Timestamp,User,Model,Requests Used,Exceeds Monthly Quota,Total Monthly Quota
2025-06-18T08:00:05.8397710Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:58:34.6773500Z,User3,Code Review,1,FALSE,Unlimited
2025-06-18T07:58:18.9241730Z,User3,Code Review,1,FALSE,Unlimited
2025-06-18T07:57:08.3774820Z,User18,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T07:55:58.6340090Z,User127,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:55:41.9139700Z,User209,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T07:55:16.9641350Z,User64,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:55:10.0045950Z,User127,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:53:57.8714870Z,User64,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:49:09.8352960Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:48:33.3127790Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:48:24.1750460Z,User4,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:47:55.1995480Z,User4,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:47:29.0795880Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:47:28.7080570Z,User4,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:46:56.3356300Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:44:42.5025550Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:44:09.8193630Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:44:01.8848390Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:43:35.6474410Z,User180,Code Review,1,FALSE,Unlimited
2025-06-18T07:43:31.0128920Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:42:54.1486830Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:42:29.3561980Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:41:05.7753050Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:40:38.8528250Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:38:37.5499180Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:37:46.9530510Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:37:02.3120530Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:36:54.0212660Z,User65,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:36:35.3996640Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:36:23.7902440Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:36:05.5590540Z,User65,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T07:36:03.4361510Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:35:34.7004170Z,User40,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:35:31.9903780Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:34:28.2628930Z,User62,claude-3.7-sonnet-thought,1.25,FALSE,Unlimited
2025-06-18T07:33:52.9587630Z,User51,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:30:51.4604000Z,User101,Code Review,1,FALSE,Unlimited
2025-06-18T07:30:37.9805920Z,User40,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:26:02.3599700Z,User40,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:23:00.6057930Z,User89,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T07:21:21.7063970Z,User89,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T07:20:31.1150950Z,User198,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T07:20:22.0553870Z,User112,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:18:38.8687860Z,User198,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T07:17:13.4566060Z,User198,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T07:13:22.7409670Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:11:10.0053080Z,User89,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T07:07:44.2266930Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:06:03.6681620Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:02:37.1104650Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-18T07:02:19.9741940Z,User84,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T06:44:02.8951430Z,User39,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:29:17.3194880Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:24:22.9220780Z,User39,Code Review,1,FALSE,Unlimited
2025-06-18T06:19:45.3061070Z,User50,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:19:13.0356740Z,User50,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:18:17.9462770Z,User50,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:17:23.6727940Z,User50,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:17:06.7856120Z,User137,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T06:12:40.1593570Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:11:50.0414440Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:11:31.0355490Z,User39,Code Review,1,FALSE,Unlimited
2025-06-18T06:11:06.6719940Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:09:17.3885480Z,User39,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T06:08:19.3533860Z,User223,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T06:05:43.5462360Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T05:50:51.7001710Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T05:45:52.9680640Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T05:45:32.1836510Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T05:38:10.9324410Z,User223,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:31:18.1639760Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:29:39.0414940Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:29:24.3068290Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:28:51.7835330Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:28:31.2429890Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:28:00.0467650Z,User223,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:27:51.8991540Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:27:04.4224220Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:26:46.0340830Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:26:24.0298430Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:24:57.1543880Z,User120,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-18T05:23:35.2276460Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:23:26.1581510Z,User136,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T05:22:48.8489090Z,User120,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T03:57:10.0367080Z,User47,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T03:53:51.9405200Z,User47,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-18T02:49:52.1972410Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T02:47:48.7264290Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T02:38:18.6180710Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T02:36:44.9231170Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T02:32:28.9881170Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T02:21:18.0404930Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T02:12:47.3345520Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T02:10:30.2964060Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T02:02:38.1300000Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T01:55:40.4744360Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T01:44:57.0083430Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T01:43:18.0491440Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T01:41:09.0012090Z,User215,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-18T01:39:15.0118000Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T01:34:49.3060250Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T01:33:27.2475800Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T01:32:16.8710570Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T01:30:34.3267290Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T00:29:55.9548090Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T00:15:06.8123410Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T00:12:56.5799210Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T00:08:12.8020330Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T00:07:30.0288290Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-18T00:06:31.7522970Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T23:59:12.4069000Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T23:56:21.0030270Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T23:54:02.8659840Z,User122,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-17T23:32:59.2542860Z,User82,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-17T23:30:42.1361680Z,User82,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T22:51:11.7912650Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:49:48.5322720Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:48:34.1660390Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:46:40.2882250Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:43:05.0101340Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:40:18.4308560Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:37:10.6818420Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:34:31.4260240Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:30:13.6441630Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:28:53.0097400Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:26:57.1358490Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:23:04.5006880Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:20:19.1556360Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:18:51.8755540Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:16:05.1186730Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:13:49.5768650Z,User137,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T22:11:16.8579010Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:10:16.8004290Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:08:44.2552300Z,User137,claude-3.7-sonnet-thought,1.25,FALSE,Unlimited
2025-06-17T22:01:06.5430700Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T22:00:39.4945230Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:54:52.5193210Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T21:54:32.5763070Z,User137,claude-3.7-sonnet-thought,1.25,FALSE,Unlimited
2025-06-17T21:54:23.9816610Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:53:04.3989000Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T21:52:18.7097680Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:48:19.0907980Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:45:54.5399880Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:45:26.7066650Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:44:38.7597170Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:43:23.8525380Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:43:02.8315580Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:42:48.1641480Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:42:32.4070020Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:38:09.0897570Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:37:29.6867950Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:36:35.1437890Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:33:06.6315440Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:29:55.6080240Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:27:55.2012340Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:12:31.8250250Z,User178,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:12:27.9037850Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:07:41.5275330Z,User178,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:04:59.8879330Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T21:04:49.4654900Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T21:03:52.6276170Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T20:59:45.6694880Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:59:23.2381290Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:56:52.5556170Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T20:54:59.5956500Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:52:58.9385620Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T20:52:31.7757690Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T20:51:12.4664230Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:49:40.3109600Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:48:15.4475340Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:46:36.2021530Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T20:46:25.1276640Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:45:35.9828190Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:44:24.8129560Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T20:43:51.1938080Z,User215,claude-3.7-sonnet,1,FALSE,Unlimited
2025-06-17T20:41:17.9291230Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:40:26.0673670Z,User215,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-17T20:38:32.1725250Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:33:32.0882760Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:32:50.4058330Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:31:59.4901600Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:26:10.6503620Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:23:32.8738040Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:23:06.0683110Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:13:20.4223470Z,User193,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T20:07:52.3096450Z,User21,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-17T20:03:10.7261900Z,User21,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-17T19:52:26.1862760Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T19:49:12.9532600Z,User85,claude-sonnet-4,1,FALSE,Unlimited
2025-06-17T15:19:38.7701970Z,User106,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-17T15:19:04.8651010Z,User106,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-16T15:24:11.9960690Z,User10,claude-sonnet-4,1,FALSE,Unlimited
2025-06-16T15:23:31.8429540Z,User180,gpt-4o-2024-11-20,1,FALSE,Unlimited
2025-06-16T15:23:02.5462690Z,User116,claude-sonnet-4,1,FALSE,Unlimited
2025-06-16T15:22:33.6554560Z,User10,claude-sonnet-4,1,FALSE,Unlimited
2025-06-16T15:22:24.7489060Z,User173,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-16T15:20:01.4567300Z,User43,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-16T15:19:14.9487350Z,User43,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-16T15:19:00.7924530Z,User100,claude-3.5-sonnet,1,FALSE,Unlimited
2025-06-16T15:18:28.0667890Z,User173,gpt-4.1-2025-04-14,1,FALSE,Unlimited
2025-06-16T15:18:03.6607920Z,User131,gpt-4.1-2025-04-14,1,FALSE,Unlimited
